arrond;capacity;avail. bike
75101;768;421
75102;660;315
75103;389;322
75104;634;503
75105;1203;392
75106;1032;399
75107;1010;363
75108;1481;198
75109;1172;482
75110;1583;645
75111;1972;1150
75112;2726;1335
75113;2320;648
75114;1783;331
75115;3342;1835
75116;2205;588
75117;2176;630
75118;1894;660
75119;1812;470
75120;1909;435
92004;180;128
92007;141;26
92009;84;37
92012;880;365
92014;55;11
92020;148;39
92022;62;32
92023;74;24
92024;400;180
92025;120;94
92026;193;70
92032;122;40
92035;128;35
92036;126;66
92040;495;239
92044;359;152
92046;238;61
92048;107;47
92049;283;54
92050;222;104
92051;378;97
92062;58;19
92063;195;77
92064;79;9
92071;90;28
92072;118;9
92073;264;31
92075;258;78
92077;24;3
93001;404;132
93006;208;35
93008;19;7
93045;233;23
93048;792;147
93053;58;28
93055;563;127
93061;42;11
93063;67;26
93064;124;60
93066;516;173
93070;269;146
94002;122;68
94003;120;24
94016;112;51
94017;121;74
94018;248;84
94022;79;30
94033;349;127
94037;119;63
94041;579;309
94042;124;63
94043;150;55
94046;180;103
94052;131;38
94067;119;40
94069;44;26
94076;254;39
94080;278;35
94081;482;217
95018;95;73
