arrond;capacity;avail. bike
75101;768;259
75102;660;220
75103;389;193
75104;634;339
75105;1203;391
75106;1032;369
75107;1010;529
75108;1481;347
75109;1172;306
75110;1583;513
75111;1972;1133
75112;2726;1421
75113;2320;917
75114;1783;343
75115;3342;1876
75116;2205;771
75117;2176;661
75118;1894;707
75119;1812;494
75120;1909;460
92004;180;131
92007;141;29
92009;84;28
92012;880;402
92014;55;20
92020;148;36
92022;62;32
92023;74;16
92024;400;249
92025;120;100
92026;193;71
92032;122;34
92035;128;35
92036;126;76
92040;495;332
92044;359;146
92046;238;77
92048;107;52
92049;283;51
92050;222;100
92051;378;132
92062;58;35
92063;195;80
92064;79;22
92071;90;30
92072;118;14
92073;264;34
92075;258;62
92077;24;3
93001;404;157
93006;208;41
93008;19;13
93045;233;18
93048;792;191
93053;58;25
93055;563;129
93061;42;14
93063;67;30
93064;124;62
93066;516;263
93070;269;155
94002;122;73
94003;120;40
94016;112;62
94017;121;75
94018;248;81
94022;79;34
94033;349;126
94037;119;70
94041;579;333
94042;124;64
94043;150;38
94046;180;106
94052;131;47
94067;119;48
94069;44;31
94076;254;63
94080;278;44
94081;482;229
95018;95;75
