arrond;capacity;avail. bike
75101;768;217
75102;660;188
75103;389;189
75104;634;305
75105;1203;361
75106;1032;346
75107;1010;533
75108;1481;333
75109;1172;266
75110;1583;497
75111;1972;1071
75112;2726;1468
75113;2320;972
75114;1783;395
75115;3342;1947
75116;2205;781
75117;2176;727
75118;1894;767
75119;1812;495
75120;1909;486
92004;180;137
92007;141;27
92009;84;32
92012;880;416
92014;55;23
92020;148;38
92022;62;32
92023;74;18
92024;400;239
92025;120;88
92026;193;77
92032;122;38
92035;128;40
92036;126;78
92040;495;349
92044;359;152
92046;238;77
92048;107;51
92049;283;57
92050;222;101
92051;378;129
92062;58;37
92063;195;80
92064;79;22
92071;90;31
92072;118;15
92073;264;41
92075;258;70
92077;24;4
93001;404;168
93006;208;44
93008;19;13
93045;233;20
93048;792;212
93053;58;26
93055;563;147
93061;42;16
93063;67;32
93064;124;62
93066;516;273
93070;269;164
94002;122;67
94003;120;40
94016;112;63
94017;121;75
94018;248;91
94022;79;35
94033;349;132
94037;119;71
94041;579;344
94042;124;65
94043;150;41
94046;180;105
94052;131;50
94067;119;48
94069;44;31
94076;254;64
94080;278;53
94081;482;232
95018;95;75
