arrond;capacity;avail. bike
75101;768;434
75102;660;341
75103;389;287
75104;634;427
75105;1203;594
75106;1032;557
75107;1010;564
75108;1481;735
75109;1172;455
75110;1583;507
75111;1972;874
75112;2726;1585
75113;2320;912
75114;1783;277
75115;3342;1678
75116;2205;791
75117;2176;563
75118;1894;398
75119;1812;363
75120;1909;252
92004;180;101
92007;141;16
92009;84;32
92012;880;382
92014;55;15
92020;148;40
92022;62;34
92023;74;12
92024;400;241
92025;120;95
92026;193;69
92032;122;42
92035;128;27
92036;126;70
92040;495;326
92044;359;161
92046;238;45
92048;107;44
92049;283;49
92050;222;114
92051;378;131
92062;58;37
92063;195;87
92064;79;23
92071;90;31
92072;118;9
92073;264;26
92075;258;26
92077;24;2
93001;404;109
93006;208;22
93008;19;13
93045;233;11
93048;792;123
93053;58;31
93055;563;96
93061;42;5
93063;67;23
93064;124;56
93066;516;265
93070;269;151
94002;122;61
94003;120;19
94016;112;50
94017;121;73
94018;248;76
94022;79;36
94033;349;76
94037;119;56
94041;579;219
94042;124;70
94043;150;30
94046;180;103
94052;131;39
94067;119;25
94069;44;26
94076;254;19
94080;278;76
94081;482;193
95018;95;75
