arrond;capacity;avail. bike
75101;768;403
75102;660;390
75103;389;269
75104;634;351
75105;1203;626
75106;1032;611
75107;1010;655
75108;1481;908
75109;1172;442
75110;1583;440
75111;1972;723
75112;2726;1478
75113;2320;952
75114;1783;138
75115;3342;1702
75116;2205;826
75117;2176;589
75118;1894;307
75119;1812;263
75120;1909;127
92004;180;91
92007;141;18
92009;84;32
92012;880;408
92014;55;16
92020;148;40
92022;62;30
92023;74;19
92024;400;234
92025;120;91
92026;193;49
92032;122;38
92035;128;24
92036;126;89
92040;495;315
92044;359;217
92046;238;39
92048;107;38
92049;283;60
92050;222;114
92051;378;174
92062;58;29
92063;195;77
92064;79;26
92071;90;20
92072;118;3
92073;264;25
92075;258;43
92077;24;3
93001;404;167
93006;208;18
93008;19;16
93045;233;5
93048;792;106
93053;58;30
93055;563;95
93061;42;0
93063;67;19
93064;124;52
93066;516;297
93070;269;137
94002;122;57
94003;120;35
94016;112;59
94017;121;73
94018;248;75
94022;79;34
94033;349;54
94037;119;52
94041;579;228
94042;124;74
94043;150;36
94046;180;96
94052;131;48
94067;119;30
94069;44;28
94076;254;38
94080;278;157
94081;482;194
95018;95;72
