arrond;capacity;avail. bike
75101;768;488
75102;660;385
75103;389;282
75104;634;406
75105;1203;653
75106;1032;615
75107;1010;615
75108;1481;892
75109;1172;485
75110;1583;475
75111;1972;804
75112;2726;1492
75113;2320;928
75114;1783;253
75115;3342;1632
75116;2205;793
75117;2176;559
75118;1894;329
75119;1812;311
75120;1909;234
92004;180;96
92007;141;16
92009;84;31
92012;880;381
92014;55;19
92020;148;42
92022;62;33
92023;74;17
92024;400;223
92025;120;92
92026;193;53
92032;122;40
92035;128;30
92036;126;73
92040;495;324
92044;359;175
92046;238;47
92048;107;37
92049;283;43
92050;222;117
92051;378;151
92062;58;37
92063;195;80
92064;79;27
92071;90;23
92072;118;4
92073;264;20
92075;258;28
92077;24;2
93001;404;118
93006;208;23
93008;19;11
93045;233;5
93048;792;118
93053;58;27
93055;563;79
93061;42;4
93063;67;24
93064;124;55
93066;516;264
93070;269;147
94002;122;59
94003;120;20
94016;112;54
94017;121;72
94018;248;57
94022;79;36
94033;349;73
94037;119;57
94041;579;219
94042;124;69
94043;150;23
94046;180;96
94052;131;39
94067;119;30
94069;44;20
94076;254;22
94080;278;113
94081;482;188
95018;95;75
