arrond;capacity;avail. bike
75101;768;126
75102;660;117
75103;389;198
75104;634;326
75105;1203;306
75106;1032;220
75107;1010;367
75108;1481;142
75109;1172;222
75110;1583;598
75111;1972;1161
75112;2726;1496
75113;2320;869
75114;1783;454
75115;3342;2108
75116;2205;634
75117;2176;778
75118;1894;926
75119;1812;605
75120;1909;540
92004;180;137
92007;141;31
92009;84;48
92012;880;409
92014;55;9
92020;148;45
92022;62;34
92023;74;28
92024;400;263
92025;120;96
92026;193;73
92032;122;48
92035;128;42
92036;126;89
92040;495;296
92044;359;169
92046;238;92
92048;107;53
92049;283;129
92050;222;104
92051;378;86
92062;58;33
92063;195;77
92064;79;13
92071;90;31
92072;118;9
92073;264;35
92075;258;78
92077;24;4
93001;404;188
93006;208;52
93008;19;9
93045;233;29
93048;792;207
93053;58;30
93055;563;148
93061;42;15
93063;67;41
93064;124;64
93066;516;236
93070;269;168
94002;122;61
94003;120;35
94016;112;65
94017;121;77
94018;248;116
94022;79;33
94033;349;138
94037;119;80
94041;579;323
94042;124;68
94043;150;76
94046;180;106
94052;131;49
94067;119;55
94069;44;38
94076;254;52
94080;278;69
94081;482;216
95018;95;75
