arrond;capacity;avail. bike
75101;768;328
75102;660;272
75103;389;238
75104;634;393
75105;1203;454
75106;1032;415
75107;1010;508
75108;1481;365
75109;1172;351
75110;1583;571
75111;1972;1146
75112;2726;1418
75113;2320;906
75114;1783;304
75115;3342;1852
75116;2205;742
75117;2176;665
75118;1894;623
75119;1812;487
75120;1909;444
92004;180;126
92007;141;29
92009;84;25
92012;880;394
92014;55;20
92020;148;32
92022;62;32
92023;74;14
92024;400;241
92025;120;99
92026;193;60
92032;122;34
92035;128;33
92036;126;84
92040;495;318
92044;359;140
92046;238;64
92048;107;49
92049;283;51
92050;222;101
92051;378;134
92062;58;33
92063;195;80
92064;79;19
92071;90;30
92072;118;11
92073;264;32
92075;258;55
92077;24;2
93001;404;142
93006;208;31
93008;19;13
93045;233;22
93048;792;181
93053;58;25
93055;563;108
93061;42;11
93063;67;25
93064;124;60
93066;516;242
93070;269;148
94002;122;75
94003;120;34
94016;112;55
94017;121;74
94018;248;80
94022;79;33
94033;349;110
94037;119;80
94041;579;309
94042;124;65
94043;150;33
94046;180;104
94052;131;47
94067;119;42
94069;44;27
94076;254;52
94080;278;46
94081;482;224
95018;95;75
