arrond;capacity;avail. bike
75101;768;317
75102;660;260
75103;389;225
75104;634;386
75105;1203;447
75106;1032;408
75107;1010;516
75108;1481;361
75109;1172;343
75110;1583;565
75111;1972;1151
75112;2726;1421
75113;2320;918
75114;1783;307
75115;3342;1859
75116;2205;743
75117;2176;663
75118;1894;624
75119;1812;486
75120;1909;448
92004;180;124
92007;141;30
92009;84;26
92012;880;401
92014;55;20
92020;148;32
92022;62;32
92023;74;15
92024;400;248
92025;120;99
92026;193;62
92032;122;34
92035;128;34
92036;126;86
92040;495;328
92044;359;146
92046;238;69
92048;107;50
92049;283;54
92050;222;101
92051;378;136
92062;58;34
92063;195;80
92064;79;19
92071;90;30
92072;118;13
92073;264;34
92075;258;56
92077;24;2
93001;404;146
93006;208;33
93008;19;13
93045;233;19
93048;792;181
93053;58;25
93055;563;117
93061;42;11
93063;67;28
93064;124;60
93066;516;247
93070;269;150
94002;122;74
94003;120;36
94016;112;56
94017;121;74
94018;248;80
94022;79;33
94033;349;116
94037;119;80
94041;579;313
94042;124;63
94043;150;35
94046;180;105
94052;131;47
94067;119;42
94069;44;26
94076;254;51
94080;278;49
94081;482;225
95018;95;75
