arrond;capacity;avail. bike
75101;768;273
75102;660;236
75103;389;199
75104;634;341
75105;1203;401
75106;1032;371
75107;1010;525
75108;1481;353
75109;1172;320
75110;1583;522
75111;1972;1155
75112;2726;1429
75113;2320;914
75114;1783;324
75115;3342;1872
75116;2205;765
75117;2176;661
75118;1894;690
75119;1812;494
75120;1909;466
92004;180;127
92007;141;30
92009;84;28
92012;880;405
92014;55;20
92020;148;35
92022;62;32
92023;74;16
92024;400;251
92025;120;100
92026;193;71
92032;122;34
92035;128;35
92036;126;80
92040;495;331
92044;359;145
92046;238;75
92048;107;52
92049;283;51
92050;222;101
92051;378;132
92062;58;35
92063;195;80
92064;79;22
92071;90;30
92072;118;14
92073;264;35
92075;258;61
92077;24;3
93001;404;156
93006;208;39
93008;19;13
93045;233;18
93048;792;189
93053;58;25
93055;563;121
93061;42;14
93063;67;30
93064;124;61
93066;516;261
93070;269;153
94002;122;73
94003;120;39
94016;112;61
94017;121;75
94018;248;81
94022;79;34
94033;349;124
94037;119;70
94041;579;331
94042;124;64
94043;150;36
94046;180;105
94052;131;48
94067;119;48
94069;44;30
94076;254;53
94080;278;46
94081;482;228
95018;95;75
