arrond;capacity;avail. bike
75101;768;191
75102;660;189
75103;389;265
75104;634;370
75105;1203;366
75106;1032;288
75107;1010;391
75108;1481;144
75109;1172;301
75110;1583;632
75111;1972;1232
75112;2726;1371
75113;2320;699
75114;1783;368
75115;3342;2004
75116;2205;628
75117;2176;747
75118;1894;830
75119;1812;557
75120;1909;543
92004;180;140
92007;141;32
92009;84;46
92012;880;387
92014;55;8
92020;148;40
92022;62;34
92023;74;24
92024;400;240
92025;120;90
92026;193;77
92032;122;48
92035;128;37
92036;126;75
92040;495;274
92044;359;148
92046;238;82
92048;107;52
92049;283;103
92050;222;104
92051;378;99
92062;58;28
92063;195;77
92064;79;9
92071;90;31
92072;118;9
92073;264;35
92075;258;73
92077;24;5
93001;404;171
93006;208;44
93008;19;6
93045;233;26
93048;792;197
93053;58;29
93055;563;133
93061;42;15
93063;67;34
93064;124;64
93066;516;188
93070;269;149
94002;122;78
94003;120;37
94016;112;58
94017;121;76
94018;248;105
94022;79;32
94033;349;136
94037;119;72
94041;579;368
94042;124;67
94043;150;73
94046;180;106
94052;131;43
94067;119;46
94069;44;39
94076;254;55
94080;278;45
94081;482;236
95018;95;75
