arrond;capacity;avail. bike
75101;768;160
75102;660;176
75103;389;265
75104;634;361
75105;1203;336
75106;1032;269
75107;1010;395
75108;1481;142
75109;1172;280
75110;1583;641
75111;1972;1247
75112;2726;1383
75113;2320;709
75114;1783;380
75115;3342;2042
75116;2205;642
75117;2176;765
75118;1894;869
75119;1812;586
75120;1909;573
92004;180;136
92007;141;33
92009;84;46
92012;880;396
92014;55;8
92020;148;41
92022;62;34
92023;74;26
92024;400;248
92025;120;90
92026;193;75
92032;122;50
92035;128;39
92036;126;80
92040;495;270
92044;359;157
92046;238;88
92048;107;53
92049;283;111
92050;222;104
92051;378;98
92062;58;28
92063;195;76
92064;79;11
92071;90;31
92072;118;10
92073;264;33
92075;258;81
92077;24;5
93001;404;171
93006;208;47
93008;19;6
93045;233;30
93048;792;205
93053;58;29
93055;563;137
93061;42;17
93063;67;37
93064;124;65
93066;516;193
93070;269;158
94002;122;78
94003;120;37
94016;112;60
94017;121;76
94018;248;115
94022;79;32
94033;349;139
94037;119;77
94041;579;383
94042;124;68
94043;150;76
94046;180;103
94052;131;44
94067;119;48
94069;44;41
94076;254;55
94080;278;49
94081;482;237
95018;95;75
