arrond;capacity;avail. bike
75101;768;319
75102;660;261
75103;389;227
75104;634;393
75105;1203;455
75106;1032;411
75107;1010;512
75108;1481;362
75109;1172;347
75110;1583;565
75111;1972;1146
75112;2726;1412
75113;2320;915
75114;1783;305
75115;3342;1859
75116;2205;746
75117;2176;655
75118;1894;625
75119;1812;488
75120;1909;445
92004;180;124
92007;141;29
92009;84;26
92012;880;401
92014;55;20
92020;148;32
92022;62;32
92023;74;15
92024;400;247
92025;120;99
92026;193;62
92032;122;34
92035;128;34
92036;126;84
92040;495;328
92044;359;145
92046;238;68
92048;107;50
92049;283;53
92050;222;101
92051;378;137
92062;58;34
92063;195;80
92064;79;19
92071;90;30
92072;118;13
92073;264;34
92075;258;54
92077;24;2
93001;404;146
93006;208;32
93008;19;13
93045;233;19
93048;792;178
93053;58;25
93055;563;117
93061;42;11
93063;67;28
93064;124;60
93066;516;246
93070;269;150
94002;122;74
94003;120;35
94016;112;56
94017;121;74
94018;248;80
94022;79;33
94033;349;114
94037;119;80
94041;579;314
94042;124;63
94043;150;33
94046;180;105
94052;131;47
94067;119;43
94069;44;27
94076;254;50
94080;278;46
94081;482;226
95018;95;75
