arrond;capacity;avail. bike
75101;768;361
75102;660;294
75103;389;240
75104;634;408
75105;1203;493
75106;1032;458
75107;1010;488
75108;1481;373
75109;1172;388
75110;1583;586
75111;1972;1165
75112;2726;1417
75113;2320;899
75114;1783;287
75115;3342;1809
75116;2205;724
75117;2176;632
75118;1894;587
75119;1812;421
75120;1909;431
92004;180;124
92007;141;27
92009;84;33
92012;880;392
92014;55;21
92020;148;32
92022;62;33
92023;74;15
92024;400;234
92025;120;97
92026;193;59
92032;122;35
92035;128;34
92036;126;83
92040;495;314
92044;359;135
92046;238;63
92048;107;47
92049;283;41
92050;222;101
92051;378;132
92062;58;34
92063;195;77
92064;79;19
92071;90;28
92072;118;10
92073;264;31
92075;258;47
92077;24;2
93001;404;128
93006;208;23
93008;19;13
93045;233;21
93048;792;160
93053;58;26
93055;563;90
93061;42;9
93063;67;24
93064;124;60
93066;516;240
93070;269;145
94002;122;69
94003;120;31
94016;112;55
94017;121;73
94018;248;73
94022;79;33
94033;349;102
94037;119;76
94041;579;281
94042;124;66
94043;150;25
94046;180;99
94052;131;45
94067;119;34
94069;44;26
94076;254;45
94080;278;48
94081;482;221
95018;95;74
