arrond;capacity;avail. bike
75101;768;463
75102;660;410
75103;389;264
75104;634;367
75105;1203;706
75106;1032;709
75107;1010;693
75108;1481;964
75109;1172;455
75110;1583;460
75111;1972;689
75112;2726;1478
75113;2320;995
75114;1783;127
75115;3342;1722
75116;2205;848
75117;2176;593
75118;1894;277
75119;1812;279
75120;1909;122
92004;180;89
92007;141;20
92009;84;32
92012;880;424
92014;55;14
92020;148;36
92022;62;30
92023;74;21
92024;400;229
92025;120;88
92026;193;50
92032;122;35
92035;128;22
92036;126;90
92040;495;309
92044;359;213
92046;238;38
92048;107;38
92049;283;50
92050;222;115
92051;378;171
92062;58;33
92063;195;79
92064;79;26
92071;90;22
92072;118;3
92073;264;21
92075;258;40
92077;24;1
93001;404;150
93006;208;19
93008;19;15
93045;233;6
93048;792;89
93053;58;30
93055;563;93
93061;42;1
93063;67;16
93064;124;53
93066;516;298
93070;269;138
94002;122;52
94003;120;32
94016;112;61
94017;121;73
94018;248;64
94022;79;35
94033;349;60
94037;119;43
94041;579;234
94042;124;73
94043;150;32
94046;180;94
94052;131;47
94067;119;28
94069;44;28
94076;254;39
94080;278;139
94081;482;184
95018;95;73
