arrond;capacity;avail. bike
75101;768;456
75102;660;371
75103;389;330
75104;634;431
75105;1203;536
75106;1032;524
75107;1010;444
75108;1481;446
75109;1172;466
75110;1583;531
75111;1972;1045
75112;2726;1542
75113;2320;818
75114;1783;264
75115;3342;1738
75116;2205;698
75117;2176;562
75118;1894;425
75119;1812;376
75120;1909;300
92004;180;106
92007;141;25
92009;84;34
92012;880;381
92014;55;15
92020;148;37
92022;62;31
92023;74;13
92024;400;209
92025;120;97
92026;193;58
92032;122;39
92035;128;35
92036;126;79
92040;495;300
92044;359;149
92046;238;55
92048;107;45
92049;283;27
92050;222;101
92051;378;122
92062;58;30
92063;195;83
92064;79;19
92071;90;24
92072;118;9
92073;264;25
92075;258;29
92077;24;2
93001;404;102
93006;208;19
93008;19;14
93045;233;10
93048;792;134
93053;58;25
93055;563;78
93061;42;6
93063;67;21
93064;124;54
93066;516;240
93070;269;150
94002;122;60
94003;120;24
94016;112;52
94017;121;72
94018;248;63
94022;79;34
94033;349;82
94037;119;66
94041;579;232
94042;124;70
94043;150;18
94046;180;97
94052;131;40
94067;119;25
94069;44;21
94076;254;42
94080;278;51
94081;482;208
95018;95;74
