arrond;capacity;avail. bike
75101;768;456
75102;660;365
75103;389;326
75104;634;436
75105;1203;544
75106;1032;508
75107;1010;443
75108;1481;448
75109;1172;465
75110;1583;505
75111;1972;1036
75112;2726;1549
75113;2320;817
75114;1783;262
75115;3342;1719
75116;2205;703
75117;2176;560
75118;1894;414
75119;1812;364
75120;1909;296
92004;180;105
92007;141;24
92009;84;33
92012;880;378
92014;55;15
92020;148;36
92022;62;31
92023;74;14
92024;400;211
92025;120;96
92026;193;57
92032;122;38
92035;128;35
92036;126;77
92040;495;299
92044;359;153
92046;238;55
92048;107;45
92049;283;26
92050;222;101
92051;378;122
92062;58;31
92063;195;83
92064;79;17
92071;90;24
92072;118;9
92073;264;25
92075;258;34
92077;24;2
93001;404;99
93006;208;17
93008;19;14
93045;233;11
93048;792;135
93053;58;26
93055;563;75
93061;42;5
93063;67;22
93064;124;54
93066;516;238
93070;269;149
94002;122;61
94003;120;24
94016;112;51
94017;121;72
94018;248;66
94022;79;34
94033;349;83
94037;119;64
94041;579;229
94042;124;69
94043;150;18
94046;180;95
94052;131;40
94067;119;26
94069;44;21
94076;254;32
94080;278;48
94081;482;207
95018;95;74
