arrond;capacity;avail. bike
75101;768;517
75102;660;395
75103;389;299
75104;634;397
75105;1203;677
75106;1032;705
75107;1010;672
75108;1481;943
75109;1172;503
75110;1583;436
75111;1972;736
75112;2726;1458
75113;2320;942
75114;1783;204
75115;3342;1648
75116;2205;849
75117;2176;560
75118;1894;299
75119;1812;217
75120;1909;177
92004;180;87
92007;141;14
92009;84;30
92012;880;400
92014;55;17
92020;148;47
92022;62;31
92023;74;16
92024;400;232
92025;120;88
92026;193;57
92032;122;38
92035;128;23
92036;126;78
92040;495;318
92044;359;198
92046;238;42
92048;107;34
92049;283;49
92050;222;119
92051;378;175
92062;58;31
92063;195;84
92064;79;24
92071;90;23
92072;118;2
92073;264;24
92075;258;23
92077;24;2
93001;404;124
93006;208;28
93008;19;14
93045;233;2
93048;792;105
93053;58;28
93055;563;88
93061;42;0
93063;67;21
93064;124;52
93066;516;295
93070;269;141
94002;122;50
94003;120;22
94016;112;64
94017;121;72
94018;248;52
94022;79;35
94033;349;61
94037;119;42
94041;579;221
94042;124;71
94043;150;31
94046;180;97
94052;131;42
94067;119;26
94069;44;22
94076;254;24
94080;278;140
94081;482;178
95018;95;75
