arrond;capacity;avail. bike
75101;768;562
75102;660;460
75103;389;245
75104;634;426
75105;1203;444
75106;1032;452
75107;1010;589
75108;1481;742
75109;1172;491
75110;1583;368
75111;1972;612
75112;2726;1164
75113;2320;668
75114;1783;237
75115;3342;1471
75116;2205;536
75117;2176;379
75118;1894;278
75119;1812;233
75120;1909;179
92004;180;83
92007;141;21
92009;84;34
92012;880;307
92014;55;17
92020;148;45
92022;62;27
92023;74;15
92024;400;158
92025;120;77
92026;193;56
92032;122;36
92035;128;29
92036;126;64
92040;495;290
92044;359;191
92046;238;36
92048;107;37
92049;283;47
92050;222;118
92051;378;127
92062;58;29
92063;195;77
92064;79;15
92071;90;23
92072;118;9
92073;264;28
92075;258;48
92077;24;1
93001;404;124
93006;208;18
93008;19;9
93045;233;10
93048;792;86
93053;58;23
93055;563;84
93061;42;9
93063;67;17
93064;124;57
93066;516;230
93070;269;134
94002;122;54
94003;120;24
94016;112;45
94017;121;69
94018;248;63
94022;79;35
94033;349;71
94037;119;45
94041;579;225
94042;124;72
94043;150;18
94046;180;83
94052;131;27
94067;119;7
94069;44;16
94076;254;17
94080;278;25
94081;482;163
95018;95;73
