arrond;capacity;avail. bike
75101;768;336
75102;660;278
75103;389;239
75104;634;386
75105;1203;464
75106;1032;423
75107;1010;497
75108;1481;366
75109;1172;361
75110;1583;595
75111;1972;1145
75112;2726;1405
75113;2320;897
75114;1783;306
75115;3342;1835
75116;2205;730
75117;2176;666
75118;1894;616
75119;1812;468
75120;1909;428
92004;180;126
92007;141;28
92009;84;25
92012;880;396
92014;55;21
92020;148;32
92022;62;33
92023;74;14
92024;400;242
92025;120;96
92026;193;59
92032;122;34
92035;128;33
92036;126;83
92040;495;315
92044;359;136
92046;238;64
92048;107;46
92049;283;52
92050;222;101
92051;378;135
92062;58;33
92063;195;79
92064;79;19
92071;90;29
92072;118;11
92073;264;31
92075;258;55
92077;24;2
93001;404;140
93006;208;28
93008;19;13
93045;233;21
93048;792;172
93053;58;25
93055;563;105
93061;42;11
93063;67;24
93064;124;60
93066;516;244
93070;269;145
94002;122;74
94003;120;32
94016;112;56
94017;121;74
94018;248;80
94022;79;33
94033;349;106
94037;119;80
94041;579;300
94042;124;66
94043;150;31
94046;180;103
94052;131;47
94067;119;39
94069;44;27
94076;254;48
94080;278;43
94081;482;222
95018;95;75
