arrond;capacity;avail. bike
75101;768;126
75102;660;119
75103;389;198
75104;634;326
75105;1203;303
75106;1032;219
75107;1010;367
75108;1481;142
75109;1172;223
75110;1583;603
75111;1972;1164
75112;2726;1497
75113;2320;871
75114;1783;455
75115;3342;2113
75116;2205;634
75117;2176;779
75118;1894;931
75119;1812;606
75120;1909;544
92004;180;136
92007;141;31
92009;84;48
92012;880;411
92014;55;9
92020;148;45
92022;62;34
92023;74;28
92024;400;262
92025;120;95
92026;193;73
92032;122;48
92035;128;41
92036;126;89
92040;495;296
92044;359;169
92046;238;92
92048;107;53
92049;283;130
92050;222;104
92051;378;86
92062;58;33
92063;195;77
92064;79;13
92071;90;31
92072;118;9
92073;264;35
92075;258;78
92077;24;4
93001;404;188
93006;208;52
93008;19;9
93045;233;29
93048;792;207
93053;58;30
93055;563;148
93061;42;15
93063;67;41
93064;124;64
93066;516;235
93070;269;167
94002;122;61
94003;120;35
94016;112;65
94017;121;77
94018;248;116
94022;79;33
94033;349;140
94037;119;82
94041;579;323
94042;124;68
94043;150;76
94046;180;106
94052;131;49
94067;119;55
94069;44;38
94076;254;52
94080;278;71
94081;482;217
95018;95;75
