arrond;capacity;avail. bike
75101;768;416
75102;660;387
75103;389;268
75104;634;367
75105;1203;665
75106;1032;661
75107;1010;679
75108;1481;932
75109;1172;460
75110;1583;471
75111;1972;690
75112;2726;1479
75113;2320;983
75114;1783;134
75115;3342;1689
75116;2205;821
75117;2176;600
75118;1894;291
75119;1812;266
75120;1909;142
92004;180;93
92007;141;20
92009;84;31
92012;880;414
92014;55;15
92020;148;38
92022;62;30
92023;74;19
92024;400;226
92025;120;91
92026;193;49
92032;122;36
92035;128;23
92036;126;89
92040;495;307
92044;359;218
92046;238;43
92048;107;35
92049;283;55
92050;222;114
92051;378;167
92062;58;33
92063;195;78
92064;79;26
92071;90;21
92072;118;4
92073;264;23
92075;258;41
92077;24;2
93001;404;161
93006;208;21
93008;19;15
93045;233;4
93048;792;101
93053;58;30
93055;563;95
93061;42;0
93063;67;19
93064;124;53
93066;516;302
93070;269;139
94002;122;56
94003;120;33
94016;112;61
94017;121;73
94018;248;68
94022;79;34
94033;349;59
94037;119;48
94041;579;224
94042;124;74
94043;150;34
94046;180;95
94052;131;46
94067;119;28
94069;44;27
94076;254;41
94080;278;152
94081;482;190
95018;95;72
