arrond;capacity;avail. bike
75101;768;228
75102;660;201
75103;389;195
75104;634;322
75105;1203;370
75106;1032;348
75107;1010;528
75108;1481;342
75109;1172;273
75110;1583;498
75111;1972;1103
75112;2726;1443
75113;2320;950
75114;1783;383
75115;3342;1930
75116;2205;785
75117;2176;709
75118;1894;752
75119;1812;504
75120;1909;466
92004;180;133
92007;141;26
92009;84;31
92012;880;411
92014;55;22
92020;148;37
92022;62;32
92023;74;18
92024;400;252
92025;120;100
92026;193;75
92032;122;37
92035;128;36
92036;126;77
92040;495;336
92044;359;149
92046;238;74
92048;107;52
92049;283;55
92050;222;101
92051;378;134
92062;58;36
92063;195;80
92064;79;22
92071;90;30
92072;118;14
92073;264;38
92075;258;67
92077;24;3
93001;404;165
93006;208;42
93008;19;13
93045;233;21
93048;792;201
93053;58;25
93055;563;140
93061;42;15
93063;67;30
93064;124;62
93066;516;270
93070;269;162
94002;122;67
94003;120;40
94016;112;63
94017;121;75
94018;248;86
94022;79;34
94033;349;130
94037;119;71
94041;579;343
94042;124;64
94043;150;39
94046;180;105
94052;131;49
94067;119;50
94069;44;31
94076;254;63
94080;278;44
94081;482;234
95018;95;75
