arrond;capacity;avail. bike
75101;768;464
75102;660;382
75103;389;314
75104;634;445
75105;1203;580
75106;1032;513
75107;1010;450
75108;1481;401
75109;1172;436
75110;1583;594
75111;1972;1144
75112;2726;1500
75113;2320;876
75114;1783;281
75115;3342;1822
75116;2205;696
75117;2176;600
75118;1894;555
75119;1812;352
75120;1909;387
92004;180;115
92007;141;26
92009;84;35
92012;880;386
92014;55;15
92020;148;34
92022;62;31
92023;74;14
92024;400;215
92025;120;97
92026;193;63
92032;122;37
92035;128;27
92036;126;82
92040;495;308
92044;359;139
92046;238;45
92048;107;47
92049;283;29
92050;222;105
92051;378;133
92062;58;34
92063;195;79
92064;79;16
92071;90;27
92072;118;12
92073;264;26
92075;258;29
92077;24;2
93001;404;108
93006;208;29
93008;19;13
93045;233;11
93048;792;132
93053;58;27
93055;563;88
93061;42;5
93063;67;21
93064;124;57
93066;516;234
93070;269;141
94002;122;62
94003;120;24
94016;112;52
94017;121;73
94018;248;68
94022;79;33
94033;349;93
94037;119;70
94041;579;252
94042;124;68
94043;150;26
94046;180;100
94052;131;42
94067;119;27
94069;44;21
94076;254;45
94080;278;53
94081;482;209
95018;95;73
