arrond;capacity;avail. bike
75101;768;615
75102;660;576
75103;389;267
75104;634;546
75105;1203;759
75106;1032;702
75107;1010;757
75108;1481;1027
75109;1172;611
75110;1583;312
75111;1972;547
75112;2726;1156
75113;2320;926
75114;1783;160
75115;3342;1407
75116;2205;723
75117;2176;393
75118;1894;210
75119;1812;186
75120;1909;94
92004;180;77
92007;141;13
92009;84;32
92012;880;403
92014;55;14
92020;148;54
92022;62;27
92023;74;17
92024;400;173
92025;120;81
92026;193;55
92032;122;41
92035;128;29
92036;126;67
92040;495;318
92044;359;223
92046;238;45
92048;107;35
92049;283;63
92050;222;123
92051;378;180
92062;58;36
92063;195;81
92064;79;24
92071;90;25
92072;118;9
92073;264;26
92075;258;51
92077;24;2
93001;404;164
93006;208;8
93008;19;13
93045;233;5
93048;792;90
93053;58;25
93055;563;83
93061;42;5
93063;67;14
93064;124;60
93066;516;312
93070;269;149
94002;122;49
94003;120;37
94016;112;49
94017;121;72
94018;248;60
94022;79;36
94033;349;32
94037;119;33
94041;579;230
94042;124;70
94043;150;16
94046;180;90
94052;131;29
94067;119;19
94069;44;11
94076;254;17
94080;278;119
94081;482;150
95018;95;71
