arrond;capacity;avail. bike
75101;768;106
75102;660;113
75103;389;201
75104;634;315
75105;1203;310
75106;1032;208
75107;1010;370
75108;1481;116
75109;1172;221
75110;1583;600
75111;1972;1199
75112;2726;1479
75113;2320;904
75114;1783;463
75115;3342;2137
75116;2205;656
75117;2176;793
75118;1894;996
75119;1812;643
75120;1909;612
92004;180;143
92007;141;36
92009;84;50
92012;880;421
92014;55;8
92020;148;45
92022;62;34
92023;74;26
92024;400;261
92025;120;94
92026;193;74
92032;122;48
92035;128;44
92036;126;88
92040;495;296
92044;359;174
92046;238;94
92048;107;55
92049;283;137
92050;222;105
92051;378;90
92062;58;33
92063;195;78
92064;79;13
92071;90;32
92072;118;9
92073;264;37
92075;258;80
92077;24;4
93001;404;187
93006;208;56
93008;19;8
93045;233;32
93048;792;226
93053;58;31
93055;563;149
93061;42;20
93063;67;44
93064;124;66
93066;516;234
93070;269;172
94002;122;65
94003;120;41
94016;112;68
94017;121;77
94018;248;120
94022;79;33
94033;349;148
94037;119;86
94041;579;331
94042;124;70
94043;150;82
94046;180;113
94052;131;48
94067;119;55
94069;44;40
94076;254;52
94080;278;59
94081;482;218
95018;95;76
