arrond;capacity;avail. bike
75101;768;300
75102;660;251
75103;389;225
75104;634;380
75105;1203;448
75106;1032;399
75107;1010;517
75108;1481;360
75109;1172;321
75110;1583;557
75111;1972;1167
75112;2726;1417
75113;2320;914
75114;1783;302
75115;3342;1869
75116;2205;739
75117;2176;658
75118;1894;639
75119;1812;479
75120;1909;448
92004;180;123
92007;141;30
92009;84;28
92012;880;405
92014;55;20
92020;148;32
92022;62;32
92023;74;15
92024;400;252
92025;120;99
92026;193;67
92032;122;34
92035;128;34
92036;126;87
92040;495;327
92044;359;146
92046;238;73
92048;107;52
92049;283;51
92050;222;101
92051;378;132
92062;58;34
92063;195;80
92064;79;19
92071;90;30
92072;118;13
92073;264;34
92075;258;55
92077;24;3
93001;404;148
93006;208;37
93008;19;13
93045;233;18
93048;792;182
93053;58;25
93055;563;121
93061;42;12
93063;67;30
93064;124;60
93066;516;252
93070;269;150
94002;122;74
94003;120;37
94016;112;57
94017;121;74
94018;248;80
94022;79;33
94033;349;119
94037;119;77
94041;579;319
94042;124;64
94043;150;35
94046;180;105
94052;131;48
94067;119;48
94069;44;28
94076;254;52
94080;278;45
94081;482;226
95018;95;75
