arrond;capacity;avail. bike
75101;768;257
75102;660;219
75103;389;192
75104;634;333
75105;1203;391
75106;1032;367
75107;1010;526
75108;1481;348
75109;1172;309
75110;1583;512
75111;1972;1129
75112;2726;1424
75113;2320;917
75114;1783;342
75115;3342;1878
75116;2205;772
75117;2176;659
75118;1894;715
75119;1812;494
75120;1909;464
92004;180;132
92007;141;29
92009;84;28
92012;880;401
92014;55;20
92020;148;36
92022;62;32
92023;74;16
92024;400;249
92025;120;100
92026;193;71
92032;122;34
92035;128;35
92036;126;77
92040;495;333
92044;359;146
92046;238;77
92048;107;52
92049;283;52
92050;222;100
92051;378;132
92062;58;35
92063;195;80
92064;79;22
92071;90;30
92072;118;14
92073;264;35
92075;258;62
92077;24;3
93001;404;157
93006;208;41
93008;19;13
93045;233;18
93048;792;191
93053;58;25
93055;563;130
93061;42;14
93063;67;30
93064;124;62
93066;516;263
93070;269;155
94002;122;75
94003;120;40
94016;112;62
94017;121;75
94018;248;81
94022;79;34
94033;349;128
94037;119;70
94041;579;332
94042;124;64
94043;150;38
94046;180;106
94052;131;47
94067;119;48
94069;44;31
94076;254;63
94080;278;43
94081;482;231
95018;95;75
