arrond;capacity;avail. bike
75101;768;633
75102;660;580
75103;389;279
75104;634;532
75105;1203;800
75106;1032;739
75107;1010;771
75108;1481;1068
75109;1172;642
75110;1583;286
75111;1972;497
75112;2726;1130
75113;2320;955
75114;1783;136
75115;3342;1421
75116;2205;779
75117;2176;397
75118;1894;220
75119;1812;183
75120;1909;118
92004;180;73
92007;141;12
92009;84;29
92012;880;408
92014;55;15
92020;148;53
92022;62;28
92023;74;15
92024;400;182
92025;120;79
92026;193;59
92032;122;45
92035;128;28
92036;126;71
92040;495;318
92044;359;228
92046;238;51
92048;107;33
92049;283;65
92050;222;125
92051;378;178
92062;58;38
92063;195;82
92064;79;28
92071;90;21
92072;118;9
92073;264;28
92075;258;54
92077;24;2
93001;404;172
93006;208;13
93008;19;14
93045;233;3
93048;792;100
93053;58;27
93055;563;94
93061;42;2
93063;67;18
93064;124;62
93066;516;309
93070;269;144
94002;122;53
94003;120;34
94016;112;48
94017;121;72
94018;248;68
94022;79;36
94033;349;28
94037;119;33
94041;579;238
94042;124;70
94043;150;15
94046;180;94
94052;131;29
94067;119;18
94069;44;9
94076;254;21
94080;278;119
94081;482;148
95018;95;71
