arrond;capacity;avail. bike
75101;768;91
75102;660;124
75103;389;230
75104;634;324
75105;1203;311
75106;1032;240
75107;1010;367
75108;1481;104
75109;1172;235
75110;1583;607
75111;1972;1241
75112;2726;1401
75113;2320;803
75114;1783;426
75115;3342;2100
75116;2205;641
75117;2176;789
75118;1894;977
75119;1812;639
75120;1909;615
92004;180;142
92007;141;33
92009;84;50
92012;880;419
92014;55;7
92020;148;44
92022;62;34
92023;74;28
92024;400;257
92025;120;93
92026;193;74
92032;122;50
92035;128;40
92036;126;82
92040;495;282
92044;359;165
92046;238;94
92048;107;55
92049;283;130
92050;222;106
92051;378;94
92062;58;31
92063;195;77
92064;79;12
92071;90;33
92072;118;10
92073;264;38
92075;258;91
92077;24;5
93001;404;185
93006;208;57
93008;19;7
93045;233;31
93048;792;223
93053;58;29
93055;563;149
93061;42;20
93063;67;42
93064;124;65
93066;516;211
93070;269;172
94002;122;78
94003;120;41
94016;112;64
94017;121;77
94018;248;120
94022;79;34
94033;349;145
94037;119;83
94041;579;360
94042;124;69
94043;150;81
94046;180;111
94052;131;49
94067;119;53
94069;44;42
94076;254;58
94080;278;53
94081;482;249
95018;95;75
