arrond;capacity;avail. bike
75101;768;131
75102;660;149
75103;389;243
75104;634;353
75105;1203;316
75106;1032;252
75107;1010;393
75108;1481;123
75109;1172;264
75110;1583;622
75111;1972;1267
75112;2726;1387
75113;2320;722
75114;1783;401
75115;3342;2055
75116;2205;628
75117;2176;766
75118;1894;916
75119;1812;600
75120;1909;580
92004;180;138
92007;141;33
92009;84;48
92012;880;402
92014;55;7
92020;148;42
92022;62;34
92023;74;28
92024;400;251
92025;120;92
92026;193;74
92032;122;50
92035;128;40
92036;126;82
92040;495;276
92044;359;161
92046;238;87
92048;107;54
92049;283;120
92050;222;105
92051;378;94
92062;58;29
92063;195;77
92064;79;11
92071;90;32
92072;118;10
92073;264;34
92075;258;85
92077;24;5
93001;404;176
93006;208;48
93008;19;6
93045;233;28
93048;792;209
93053;58;28
93055;563;144
93061;42;18
93063;67;42
93064;124;65
93066;516;197
93070;269;163
94002;122;78
94003;120;38
94016;112;61
94017;121;76
94018;248;115
94022;79;33
94033;349;140
94037;119;79
94041;579;394
94042;124;68
94043;150;76
94046;180;107
94052;131;45
94067;119;50
94069;44;41
94076;254;57
94080;278;51
94081;482;241
95018;95;75
