arrond;capacity;avail. bike
75101;768;386
75102;660;311
75103;389;323
75104;634;488
75105;1203;405
75106;1032;390
75107;1010;379
75108;1481;191
75109;1172;472
75110;1583;671
75111;1972;1172
75112;2726;1323
75113;2320;652
75114;1783;318
75115;3342;1865
75116;2205;587
75117;2176;638
75118;1894;672
75119;1812;489
75120;1909;455
92004;180;128
92007;141;25
92009;84;39
92012;880;366
92014;55;8
92020;148;40
92022;62;32
92023;74;24
92024;400;183
92025;120;92
92026;193;73
92032;122;41
92035;128;34
92036;126;66
92040;495;246
92044;359;157
92046;238;61
92048;107;47
92049;283;52
92050;222;104
92051;378;99
92062;58;22
92063;195;75
92064;79;8
92071;90;28
92072;118;9
92073;264;32
92075;258;77
92077;24;3
93001;404;134
93006;208;40
93008;19;7
93045;233;26
93048;792;152
93053;58;28
93055;563;126
93061;42;11
93063;67;25
93064;124;61
93066;516;174
93070;269;144
94002;122;68
94003;120;27
94016;112;52
94017;121;74
94018;248;87
94022;79;32
94033;349;126
94037;119;64
94041;579;313
94042;124;66
94043;150;55
94046;180;101
94052;131;38
94067;119;39
94069;44;26
94076;254;45
94080;278;39
94081;482;213
95018;95;74
