arrond;capacity;avail. bike
75101;768;379
75102;660;303
75103;389;264
75104;634;409
75105;1203;501
75106;1032;460
75107;1010;486
75108;1481;380
75109;1172;395
75110;1583;617
75111;1972;1147
75112;2726;1409
75113;2320;902
75114;1783;281
75115;3342;1799
75116;2205;719
75117;2176;627
75118;1894;578
75119;1812;401
75120;1909;444
92004;180;123
92007;141;27
92009;84;37
92012;880;395
92014;55;22
92020;148;34
92022;62;31
92023;74;14
92024;400;231
92025;120;97
92026;193;56
92032;122;35
92035;128;30
92036;126;84
92040;495;313
92044;359;134
92046;238;63
92048;107;46
92049;283;39
92050;222;103
92051;378;131
92062;58;34
92063;195;78
92064;79;18
92071;90;28
92072;118;10
92073;264;31
92075;258;41
92077;24;2
93001;404;124
93006;208;23
93008;19;13
93045;233;20
93048;792;157
93053;58;26
93055;563;93
93061;42;9
93063;67;22
93064;124;59
93066;516;238
93070;269;146
94002;122;69
94003;120;29
94016;112;53
94017;121;73
94018;248;71
94022;79;33
94033;349;99
94037;119;75
94041;579;284
94042;124;67
94043;150;23
94046;180;100
94052;131;46
94067;119;36
94069;44;25
94076;254;46
94080;278;48
94081;482;220
95018;95;74
