arrond;capacity;avail. bike
75101;304;230
75102;252;227
75103;103;41
75104;334;281
75105;1027;636
75106;584;417
75107;852;646
75108;1123;727
75109;872;410
75110;1061;153
75111;1715;486
75112;1828;883
75113;1567;531
75114;1327;125
75115;2583;1177
75116;1561;491
75117;1789;303
75118;1390;162
75119;1092;128
75120;1351;66
92004;92;46
92007;141;12
92012;563;222
92022;24;9
92023;74;16
92024;297;99
92025;78;59
92026;64;18
92032;34;12
92035;42;6
92036;49;28
92040;400;267
92044;359;232
92046;161;31
92048;64;24
92049;195;26
92050;222;121
92051;331;155
92062;30;16
92063;103;54
92064;79;24
92071;33;8
92072;65;8
92073;124;13
92075;231;42
93001;343;137
93006;180;8
93008;19;12
93045;210;2
93048;713;80
93055;459;69
93061;42;7
93063;67;16
93064;76;32
93066;380;206
93070;49;29
94002;98;30
94003;95;29
94016;92;42
94017;84;40
94018;105;19
94022;79;35
94033;327;26
94037;89;19
94041;302;120
94042;124;70
94043;125;15
94046;160;82
94052;131;32
94067;65;15
94069;44;9
94076;68;5
94080;147;86
94081;312;81
95018;95;71
