arrond;capacity;avail. bike
75101;768;465
75102;660;377
75103;389;310
75104;634;448
75105;1203;576
75106;1032;516
75107;1010;448
75108;1481;405
75109;1172;447
75110;1583;591
75111;1972;1150
75112;2726;1501
75113;2320;861
75114;1783;282
75115;3342;1822
75116;2205;689
75117;2176;597
75118;1894;549
75119;1812;345
75120;1909;376
92004;180;115
92007;141;25
92009;84;35
92012;880;386
92014;55;15
92020;148;34
92022;62;31
92023;74;14
92024;400;213
92025;120;97
92026;193;63
92032;122;37
92035;128;27
92036;126;81
92040;495;305
92044;359;138
92046;238;42
92048;107;47
92049;283;27
92050;222;105
92051;378;133
92062;58;35
92063;195;79
92064;79;16
92071;90;27
92072;118;12
92073;264;26
92075;258;22
92077;24;2
93001;404;107
93006;208;29
93008;19;13
93045;233;11
93048;792;129
93053;58;27
93055;563;87
93061;42;5
93063;67;18
93064;124;56
93066;516;231
93070;269;156
94002;122;61
94003;120;21
94016;112;52
94017;121;73
94018;248;70
94022;79;33
94033;349;92
94037;119;70
94041;579;249
94042;124;68
94043;150;25
94046;180;99
94052;131;42
94067;119;28
94069;44;20
94076;254;46
94080;278;58
94081;482;208
95018;95;73
