arrond;capacity;avail. bike
75101;768;379
75102;660;318
75103;389;267
75104;634;415
75105;1203;546
75106;1032;476
75107;1010;489
75108;1481;624
75109;1172;422
75110;1583;465
75111;1972;814
75112;2726;1543
75113;2320;813
75114;1783;237
75115;3342;1643
75116;2205;729
75117;2176;522
75118;1894;362
75119;1812;309
75120;1909;226
92004;180;112
92007;141;18
92009;84;31
92012;880;363
92014;55;14
92020;148;33
92022;62;33
92023;74;12
92024;400;222
92025;120;95
92026;193;59
92032;122;36
92035;128;27
92036;126;77
92040;495;306
92044;359;136
92046;238;39
92048;107;40
92049;283;38
92050;222;102
92051;378;123
92062;58;32
92063;195;82
92064;79;22
92071;90;24
92072;118;7
92073;264;21
92075;258;21
92077;24;2
93001;404;89
93006;208;15
93008;19;13
93045;233;8
93048;792;116
93053;58;26
93055;563;86
93061;42;6
93063;67;24
93064;124;54
93066;516;243
93070;269;144
94002;122;56
94003;120;19
94016;112;50
94017;121;72
94018;248;70
94022;79;36
94033;349;70
94037;119;60
94041;579;204
94042;124;68
94043;150;27
94046;180;96
94052;131;39
94067;119;30
94069;44;28
94076;254;15
94080;278;70
94081;482;191
95018;95;74
