arrond;capacity;avail. bike
75101;768;519
75102;660;394
75103;389;298
75104;634;395
75105;1203;678
75106;1032;709
75107;1010;673
75108;1481;945
75109;1172;504
75110;1583;436
75111;1972;735
75112;2726;1463
75113;2320;945
75114;1783;203
75115;3342;1651
75116;2205;848
75117;2176;559
75118;1894;297
75119;1812;220
75120;1909;175
92004;180;87
92007;141;13
92009;84;30
92012;880;400
92014;55;17
92020;148;47
92022;62;31
92023;74;16
92024;400;232
92025;120;88
92026;193;57
92032;122;38
92035;128;23
92036;126;78
92040;495;318
92044;359;198
92046;238;43
92048;107;34
92049;283;49
92050;222;119
92051;378;174
92062;58;31
92063;195;84
92064;79;24
92071;90;23
92072;118;2
92073;264;24
92075;258;23
92077;24;2
93001;404;123
93006;208;28
93008;19;14
93045;233;2
93048;792;106
93053;58;28
93055;563;88
93061;42;0
93063;67;22
93064;124;52
93066;516;295
93070;269;141
94002;122;50
94003;120;22
94016;112;64
94017;121;72
94018;248;52
94022;79;35
94033;349;61
94037;119;42
94041;579;221
94042;124;71
94043;150;31
94046;180;97
94052;131;42
94067;119;25
94069;44;22
94076;254;23
94080;278;140
94081;482;178
95018;95;75
