arrond;capacity;avail. bike
75101;768;255
75102;660;215
75103;389;192
75104;634;326
75105;1203;387
75106;1032;364
75107;1010;524
75108;1481;345
75109;1172;306
75110;1583;507
75111;1972;1131
75112;2726;1417
75113;2320;922
75114;1783;342
75115;3342;1886
75116;2205;773
75117;2176;656
75118;1894;716
75119;1812;492
75120;1909;465
92004;180;132
92007;141;27
92009;84;28
92012;880;401
92014;55;20
92020;148;36
92022;62;32
92023;74;16
92024;400;248
92025;120;100
92026;193;73
92032;122;35
92035;128;35
92036;126;77
92040;495;331
92044;359;146
92046;238;78
92048;107;52
92049;283;52
92050;222;100
92051;378;133
92062;58;36
92063;195;80
92064;79;22
92071;90;30
92072;118;14
92073;264;36
92075;258;61
92077;24;3
93001;404;157
93006;208;41
93008;19;13
93045;233;18
93048;792;193
93053;58;25
93055;563;131
93061;42;14
93063;67;30
93064;124;62
93066;516;264
93070;269;156
94002;122;75
94003;120;40
94016;112;62
94017;121;75
94018;248;83
94022;79;34
94033;349;127
94037;119;72
94041;579;332
94042;124;64
94043;150;37
94046;180;105
94052;131;48
94067;119;49
94069;44;31
94076;254;63
94080;278;42
94081;482;231
95018;95;75
