arrond;capacity;avail. bike
75101;768;356
75102;660;287
75103;389;236
75104;634;402
75105;1203;489
75106;1032;458
75107;1010;490
75108;1481;369
75109;1172;380
75110;1583;592
75111;1972;1162
75112;2726;1416
75113;2320;901
75114;1783;286
75115;3342;1814
75116;2205;724
75117;2176;635
75118;1894;593
75119;1812;429
75120;1909;432
92004;180;124
92007;141;27
92009;84;28
92012;880;391
92014;55;21
92020;148;32
92022;62;33
92023;74;15
92024;400;239
92025;120;97
92026;193;59
92032;122;35
92035;128;34
92036;126;83
92040;495;308
92044;359;136
92046;238;62
92048;107;46
92049;283;43
92050;222;101
92051;378;132
92062;58;34
92063;195;76
92064;79;18
92071;90;28
92072;118;10
92073;264;30
92075;258;48
92077;24;2
93001;404;129
93006;208;21
93008;19;13
93045;233;21
93048;792;161
93053;58;25
93055;563;92
93061;42;9
93063;67;24
93064;124;60
93066;516;240
93070;269;142
94002;122;70
94003;120;32
94016;112;55
94017;121;73
94018;248;74
94022;79;33
94033;349;103
94037;119;76
94041;579;285
94042;124;66
94043;150;25
94046;180;98
94052;131;45
94067;119;38
94069;44;26
94076;254;45
94080;278;49
94081;482;220
95018;95;74
